word,stars,level,alt_spelling,derived
instant,**,중고공통,,
instead,**,중고공통,,
instinct,,선택,,
institute,,선택,,institution
instruct,**,중고공통,,
instrument,**,중고공통,,
insult,,선택,,
insure,**,중고공통,,insurance
integrate,,선택,,
intellect,,선택,,intellectual
intelligent,,선택,,
intend,**,중고공통,,
intense,**,중고공통,,
intent,**,중고공통,,intention
interest,**,중고공통,,
interfere,,선택,,
interior,,선택,,
intermediate,,선택,,
internal,**,중고공통,,
internet,*,초등,,
interpret,,선택,,
interrupt,**,중고공통,,
interval,,선택,,
intervene,,선택,,
intimate,,선택,,
into,*,초등,,
intrigue,,선택,,
introduce,*,초등,,
invade,,선택,,
invent,**,중고공통,,inventor
invest,**,중고공통,,
investigate,**,중고공통,,
invite,*,초등,,
involve,**,중고공통,,
iron,**,중고공통,,
irony,,선택,,
irritate,,선택,,
island,**,중고공통,,
isolate,,선택,,
issue,*,초등,,
it,*,초등,,
item,**,중고공통,,
jacket,*,초등,,
jail,,선택,,
jam,*,초등,,
jar,,선택,,
jaw,**,중고공통,,
jeans,**,중고공통,,
job,*,초등,,
jog,,선택,,
join,*,초등,,
joint,,선택,,
joke,**,중고공통,,
journal,,선택,,
journey,**,중고공통,,
joy,**,중고공통,,enjoy
judge,**,중고공통,,
juice,*,초등,,
jump,*,초등,,
junior,**,중고공통,,
jury,,선택,,
just,*,초등,,
justice,**,중고공통,,
keen,,선택,,
keep,*,초등,,
key,*,초등,,
kick,*,초등,,
kid,*,초등,,
kill,*,초등,,
kind,*,초등,,
king,*,초등,,
kiss,*,초등,,
kit,,선택,,
kitchen,*,초등,,
knee,**,중고공통,,
knife,*,초등,,
knight,,선택,,
knock,**,중고공통,,
knot,,선택,,
know,*,초등,,
knowledge,**,중고공통,,
label,**,중고공통,,
labor,**,중고공통,labour,
laboratory,**,중고공통,lab,
lack,**,중고공통,,
ladder,,선택,,
lady,*,초등,,
lake,*,초등,,
lamb,**,중고공통,,
lamp,**,중고공통,,
land,*,초등,,
landscape,,선택,,
lane,**,중고공통,,
language,**,중고공통,,
lap,,선택,,
large,*,초등,,
laser,*,초등,,
last,*,초등,,
late,*,초등,,
latter,,선택,,
laugh,**,중고공통,,
launch,,선택,,
laundry,,선택,,
law,**,중고공통,,
lawn,**,중고공통,,
lawyer,**,중고공통,,
lay,**,중고공통,,layer
lazy,*,초등,,
lead,**,중고공통,,
leaf,**,중고공통,,
league,**,중고공통,,
leak,,선택,,
lean,**,중고공통,,
leap,**,중고공통,,
learn,*,초등,,
lease,,선택,,
leather,,선택,,
leave,**,중고공통,,
lecture,,선택,,
left,*,초등,,
leg,*,초등,,
legal,**,중고공통,,
legend,,선택,,
legislate,,선택,,
legitimate,,선택,,
leisure,,선택,,
lemon,**,중고공통,,
lend,**,중고공통,,
lesson,*,초등,,
let,**,중고공통,,
letter,*,초등,,literal
level,**,중고공통,,
liberal,,선택,,
liberty,,선택,,
library,*,초등,,
license,**,중고공통,licence,
lid,**,중고공통,,
lie,*,초등,,
life,*,초등,,
lift,**,중고공통,,
light,*,초등,,
like,*,초등,,likely
likewise,,선택,,
limit,**,중고공통,,
line,*,초등,,
linguistic,,선택,,
link,**,중고공통,,
lion,*,초등,,
lip,*,초등,,
liquid,,선택,,
list,**,중고공통,,
listen,*,초등,,
literature,,선택,,
little,*,초등,,
live,*,초등,,
livingroom,**,중고공통,,
load,**,중고공통,,
loan,**,중고공통,,
local,**,중고공통,,
locate,**,중고공통,,
lock,**,중고공통,,
log,**,중고공통,,
logic,,선택,,
lone,,선택,,
long,*,초등,,
look,*,초등,,
loose,**,중고공통,,
lose,**,중고공통,,
loss,**,중고공통,,
lot,**,중고공통,,
loud,**,중고공통,,
love,*,초등,,
low,*,초등,,
loyal,,선택,,
luck,*,초등,,
lump,,선택,,
lunch,*,초등,,
luxury,,선택,,
machine,**,중고공통,,
mad,*,초등,,
magazine,**,중고공통,,
magic,**,중고공통,,
magnet,,선택,,
magnificent,,선택,,
mail,*,초등,,
main,**,중고공통,,
maintain,**,중고공통,,
major,**,중고공통,,majority
make,*,초등,,
male,**,중고공통,,
man,*,초등,,
manage,**,중고공통,,
manifest,,선택,,
manipulate,,선택,,
manner,**,중고공통,,
manufacture,**,중고공통,,
many,*,초등,,
map,*,초등,,
marathon,*,초등,,
margin,,선택,,
marine,,선택,,
mark,**,중고공통,,
market,*,초등,,
marry,*,초등,,
marvel,**,중고공통,,
mask,**,중고공통,,
mass,**,중고공통,,
master,**,중고공통,,
match,**,중고공통,,
mate,**,중고공통,,
mathematics,*,초등,maths / ,
math,*,초등,,
matter,**,중고공통,,material
mature,,선택,,
maximum,**,중고공통,,
may,*,초등,,
maybe,**,중고공통,,
mayor,,선택,,
meal,**,중고공통,,
mean,**,중고공통,,
meanwhile,,선택,,
measure,**,중고공통,,
meat,*,초등,,
mechanic,,선택,,
mechanism,,선택,,
medal,*,초등,,
mediate,,선택,,
medical,**,중고공통,,
medicine,**,중고공통,,
medieval,,선택,,
medium,,선택,,media
meet,*,초등,,
melon,**,중고공통,,
melt,**,중고공통,,
member,*,초등,,membership
memory,*,초등,,
mental,**,중고공통,,
mention,**,중고공통,,
menu,**,중고공통,,
merchant,,선택,,
mere,,선택,,
merge,,선택,,
merit,,선택,,
mess,**,중고공통,,
message,**,중고공통,,
metal,**,중고공통,,
method,**,중고공통,,
metropolitan,,선택,,
microphone,,선택,,
microwave,**,중고공통,,
middle,*,초등,,
might,*,초등,,
migrate,,선택,,migrant
mild,,선택,,
military,**,중고공통,,
milk,*,초등,,
mill,**,중고공통,,
million,,선택,,
mind,*,초등,,
mine,,선택,,miner
mineral,,선택,,
minimal,,선택,,
minimum,,선택,,
ministry,,선택,,
minor,**,중고공통,,
minute,**,중고공통,,
miracle,,선택,,
mirror,**,중고공통,,
miss,*,초등,,
missile,,선택,,
mission,**,중고공통,,
mix,**,중고공통,,
mobile,,선택,,
mock,,선택,,
mode,,선택,,
modify,,선택,,
model,*,초등,,
moderate,,선택,,
modern,**,중고공통,,
modest,,선택,,
moist,,선택,,moisture
molecule,,선택,,
moment,**,중고공통,,
money,*,초등,,
monitor,**,중고공통,,
monkey,*,초등,,
monster,,선택,,
month,*,초등,,
monument,,선택,,
mood,**,중고공통,,
moon,*,초등,,half­moon
moral,**,중고공통,,
moreover,**,중고공통,,
morning,*,초등,,
mortal,,선택,,
mother,*,초등,,"mom, mommy"
motion,**,중고공통,,
motive,,선택,,
motor,**,중고공통,,
mount,**,중고공통,,
mountain,*,초등,,
mouse,*,초등,,
mouth,*,초등,,
move,*,초등,,
movie,*,초등,,
much,*,초등,,
mud,**,중고공통,,
multiple,,선택,,
murder,,선택,,
muscle,**,중고공통,,
museum,**,중고공통,,
mushroom,**,중고공통,,
music,*,초등,,
must,*,초등,,
mutual,,선택,,
mystery,**,중고공통,,
myth,,선택,,
nail,**,중고공통,,
naive,,선택,,
naked,,선택,,
name,*,초등,,
narrate,,선택,,
narrow,**,중고공통,,
nasty,,선택,,
nation,*,초등,,international
native,**,중고공통,,
nature,*,초등,,
navy,**,중고공통,,
near,*,초등,,
neat,**,중고공통,,
necessary,**,중고공통,,
neck,*,초등,,
need,*,초등,,
needle,,선택,,
negate,,선택,,negative
neglect,,선택,,
negotiate,,선택,,
neighbor,**,중고공통,neighbour,
neither,**,중고공통,,
nephew,,선택,,
nerve,**,중고공통,,nervous
nest,**,중고공통,,
net,**,중고공통,,
network,,선택,,
neutral,,선택,,
never,*,초등,,
nevertheless,,선택,,
new,*,초등,,
news,*,초등,,
newspaper,*,초등,,
next,*,초등,,
nice,*,초등,,
night,*,초등,,
nightmare,,선택,,
nine,*,초등,,
no,*,초등,nope / nay,
noble,,선택,,
nod,,선택,,
noise,**,중고공통,,
nominate,,선택,,
none,**,중고공통,,
nonetheless,,선택,,
noon,**,중고공통,,
nor,**,중고공통,,
norm,,선택,,normal
north,*,초등,,
nose,*,초등,,
not,*,초등,,
note,*,초등,,notion
notebook,*,초등,,
nothing,*,초등,,
notice,**,중고공통,,
novel,,선택,,
now,*,초등,,
nowadays,**,중고공통,,
nowhere,**,중고공통,,
nuclear,,선택,,
number,*,초등,,
numerous,,선택,,
nurse,*,초등,,
nut,**,중고공통,,
oak,**,중고공통,,
obey,,선택,,
object,**,중고공통,,objective
oblige,,선택,,
observe,**,중고공통,,
obsess,,선택,,
obtain,,선택,,
obvious,**,중고공통,,
occasion,**,중고공통,,
occupy,,선택,,occupation
occur,**,중고공통,,occurrence
ocean,**,중고공통,,
odd,**,중고공통,,
of,*,초등,,
off,*,초등,,
offend,,선택,,
offer,**,중고공통,,
office,*,초등,,official
officer,**,중고공통,,
often,*,초등,,
oil,*,초등,,
okay,*,초등,okey / OK,
old,*,초등,,
on,*,초등,,
once,**,중고공통,,
one,*,초등,,
only,*,초등,,
open,*,초등,,
opera,**,중고공통,,
operate,**,중고공통,,
opinion,**,중고공통,,
opportune,,선택,,opportunity
oppose,**,중고공통,,
opt,,선택,,option
optimist,,선택,,
or,*,초등,,
oral,,선택,,
